Date,Close,Open,High,Low,Volume
2020-09-04,1926.2,1931.9,1948.8,1914.6,10620.0
2020-09-07,1943.2,1938.0,1948.3,1911.7,416010.0
2020-09-08,1935.1,1930.0,1940.2,1904.6,15620.0
2020-09-09,1946.8,1932.0,1951.4,1918.8,8350.0
2020-09-10,1956.0,1947.5,1966.6,1940.4,11350.0
2020-09-11,1939.5,1945.0,1954.6,1936.2,8090.0
2020-09-14,1954.7,1940.3,1963.6,1937.0,6700.0
2020-09-15,1958.0,1957.6,1973.8,1947.7,18100.0
2020-09-16,1962.0,1954.3,1975.4,1949.1,11670.0
2020-09-17,1941.3,1959.6,1960.5,1930.2,12100.0
2020-09-18,1953.2,1944.0,1959.1,1942.9,6450.0
2020-09-21,1902.1,1948.3,1954.1,1878.5,18210.0
2020-09-22,1899.3,1909.1,1916.8,1890.7,11150.0
2020-09-23,1860.5,1895.0,1901.6,1848.0,18930.0
2020-09-24,1868.9,1859.4,1872.8,1843.0,19910.0
2020-09-25,1857.8,1866.2,1870.6,1846.0,10590.0
2020-09-28,1872.8,1855.6,1878.4,1843.2,10460.0
2020-09-29,1898.7,1881.2,1899.9,1877.6,530.0
2020-09-30,1891.3,1898.9,1903.6,1882.1,550.0
2020-10-01,1912.3,1888.0,1913.9,1886.0,750.0
2020-10-02,1903.8,1907.0,1919.0,1893.0,810.0
2020-10-05,1916.1,1906.7,1920.0,1887.7,660.0
2020-10-06,1904.8,1913.7,1922.0,1875.1,1050.0
2020-10-07,1886.8,1879.9,1897.4,1873.2,440.0
2020-10-08,1891.0,1886.8,1900.4,1881.7,700.0
2020-10-09,1921.9,1894.8,1932.0,1894.8,970.0
2020-10-12,1924.3,1930.9,1933.3,1920.0,440.0
2020-10-13,1890.2,1923.7,1925.1,1885.9,800.0
2020-10-14,1903.1,1891.3,1912.8,1880.9,410.0
2020-10-15,1904.9,1902.0,1909.2,1889.0,490.0
2020-10-16,1902.4,1908.4,1913.4,1897.8,270.0
2020-10-19,1907.7,1899.6,1919.0,1896.9,510.0
2020-10-20,1911.6,1902.2,1913.6,1893.6,370.0
2020-10-21,1925.7,1909.0,1932.0,1908.5,890.0
2020-10-22,1901.6,1924.0,1925.4,1891.9,1130.0
2020-10-23,1902.3,1904.3,1913.7,1893.0,390.0
2020-10-26,1903.1,1902.1,1908.0,1890.8,280.0
2020-10-27,1909.2,1901.3,1910.8,1898.4,330.0
2020-10-28,1876.5,1908.0,1909.8,1867.9,280.0
2020-10-29,1868.0,1877.5,1885.1,1859.2,225160.0
2020-10-30,1879.9,1867.9,1890.9,1863.3,213170.0
2020-11-02,1892.5,1877.0,1897.1,1873.3,164940.0
2020-11-03,1910.4,1896.4,1912.2,1887.6,171370.0
2020-11-04,1896.2,1910.3,1917.9,1881.8,293950.0
2020-11-05,1946.8,1903.4,1954.3,1902.2,297510.0
2020-11-06,1951.7,1950.0,1961.8,1937.2,246780.0
2020-11-09,1854.4,1956.0,1966.1,1848.0,496090.0
2020-11-10,1876.4,1864.1,1888.9,1858.9,264870.0
2020-11-11,1861.6,1876.1,1882.5,1853.9,215170.0
2020-11-12,1873.3,1863.9,1883.0,1860.7,209930.0
2020-11-13,1886.2,1875.6,1895.8,1872.1,162540.0
2020-11-16,1887.8,1886.6,1898.0,1861.5,222940.0
2020-11-17,1885.1,1888.2,1892.7,1876.3,160880.0
2020-11-18,1873.9,1879.5,1884.2,1860.3,209000.0
2020-11-19,1861.5,1872.0,1872.6,1850.0,222350.0
2020-11-20,1872.4,1864.8,1879.2,1859.1,186170.0
2020-11-23,1837.8,1869.8,1875.0,1828.0,319660.0
2020-11-24,1804.6,1835.7,1836.9,1797.1,367880.0
2020-11-25,1805.5,1805.2,1816.3,1798.6,205750.0
2020-11-26,1788.1,1812.1,1822.6,1776.5,282350.0
2020-11-27,1784.8,1809.9,1820.0,1772.9,6580.0
2020-11-30,1778.0,1787.4,1789.9,1764.9,1610.0
2020-12-01,1816.6,1777.5,1818.3,1776.4,1660.0
2020-12-02,1827.6,1814.6,1833.0,1808.1,1750.0
2020-12-03,1838.4,1830.5,1844.0,1824.0,1370.0
2020-12-04,1837.5,1842.3,1850.1,1830.2,1250.0
2020-12-07,1863.3,1838.4,1870.2,1823.0,1170.0
2020-12-08,1872.3,1864.1,1877.0,1861.7,890.0
2020-12-09,1836.1,1872.0,1872.0,1826.8,1050.0
2020-12-10,1835.2,1840.3,1851.2,1831.3,740.0
2020-12-11,1841.4,1838.3,1849.4,1827.7,530.0
2020-12-14,1829.8,1838.7,1839.8,1821.1,610.0
2020-12-15,1853.2,1827.9,1856.1,1827.7,740.0
2020-12-16,1857.0,1853.5,1867.1,1846.2,580.0
2020-12-17,1887.9,1866.7,1898.3,1864.1,1320.0
2020-12-18,1886.5,1887.1,1892.7,1879.9,590.0
2020-12-21,1880.3,1890.3,1908.5,1857.2,1060.0
2020-12-22,1867.7,1883.7,1885.4,1861.6,560.0
2020-12-23,1875.6,1862.2,1880.1,1859.8,500.0
2020-12-24,1880.7,1874.1,1882.1,1871.1,200.0
2020-12-28,1877.9,1884.4,1900.8,1874.1,1310.0
2020-12-29,1880.5,1880.0,1886.3,1874.4,340.0
2020-12-30,1893.4,1881.8,1899.0,1879.5,133660.0
2020-12-31,1895.1,1899.0,1904.9,1889.1,130630.0
2021-01-04,1946.6,1908.2,1948.7,1906.1,273370.0
2021-01-05,1954.4,1946.0,1957.0,1938.4,201950.0
2021-01-06,1908.6,1952.8,1962.5,1902.6,366610.0
2021-01-07,1913.6,1921.5,1929.6,1907.5,199980.0
2021-01-08,1835.4,1915.2,1918.4,1827.8,443510.0
2021-01-11,1850.8,1849.4,1856.0,1817.1,268360.0
2021-01-12,1844.2,1845.4,1864.0,1835.8,240660.0
2021-01-13,1854.9,1855.0,1863.0,1841.6,225990.0
2021-01-14,1851.4,1845.6,1857.6,1826.6,257660.00000000003
2021-01-15,1829.9,1847.3,1856.6,1822.1,231110.0
2021-01-18,1840.2,1828.8,1845.0,1800.8,331590.0
2021-01-19,1840.2,1828.8,1845.0,1800.8,331590.0
2021-01-20,1866.5,1839.9,1872.0,1831.1,274400.0
2021-01-21,1865.9,1871.0,1874.6,1857.5,196940.0
2021-01-22,1856.2,1870.1,1870.8,1836.3,249720.0
2021-01-25,1855.2,1855.3,1867.4,1846.2,211980.0
2021-01-26,1850.9,1854.9,1860.8,1847.2,170260.0
2021-01-27,1844.9,1849.7,1851.5,1828.4,195540.0
2021-01-28,1839.4,1844.9,1865.0,1834.1,2140.0
2021-01-29,1849.0,1843.6,1877.2,1839.9,2230.0
2021-02-01,1862.2,1863.6,1874.0,1850.5,2029.9999999999998
2021-02-02,1832.4,1861.7,1863.6,1829.2,1660.0
2021-02-03,1833.8,1837.6,1844.5,1829.4,810.0
2021-02-04,1790.3,1833.5,1834.0,1783.6,1990.0
2021-02-05,1811.9,1793.7,1814.3,1791.5,1380.0
2021-02-08,1833.0,1816.6,1838.7,1806.6,1220.0
2021-02-09,1836.2,1831.1,1848.1,1829.6,790.0
2021-02-10,1841.6,1838.5,1855.0,1832.7,1380.0
2021-02-11,1825.6,1821.1,1846.0,1820.9,920.0
2021-02-12,1822.0,1824.5,1830.0,1810.0,1600.0
2021-02-15,1799.0,1826.0,1827.1,1788.1,355920.0
2021-02-16,1797.9,1825.0,1825.2,1787.6,1540.0
2021-02-17,1771.8,1789.2,1792.6,1767.7,1020.0
2021-02-18,1774.0,1776.2,1787.6,1765.9,620.0
2021-02-19,1776.3,1772.7,1789.0,1759.4,1790.0
2021-02-22,1807.2,1785.0,1809.9,1779.5,1730.0
2021-02-23,1804.8,1809.4,1813.0,1795.0,1020.0
2021-02-24,1796.6,1805.0,1810.7,1782.0,1500.0
2021-02-25,1775.4,1804.9,1805.0,1763.9,316250.0
2021-02-26,1728.8,1770.9,1773.8,1714.9,362550.0
2021-03-01,1723.0,1732.8,1757.4,1717.2,241920.0
2021-03-02,1733.6,1722.8,1737.8,1704.6,235960.0
2021-03-03,1715.8,1736.5,1739.1,1699.4,255650.0
2021-03-04,1700.7,1708.4,1721.6,1687.6,277450.0
2021-03-05,1698.5,1695.3,1705.7,1683.0,269330.0
2021-03-08,1678.0,1701.6,1712.0,1673.3,273910.0
2021-03-09,1716.9,1679.3,1718.7,1676.7,248950.0
2021-03-10,1721.8,1714.5,1725.3,1705.6,226890.0
2021-03-11,1722.6,1725.0,1738.0,1716.8,215340.0
2021-03-12,1719.8,1720.5,1728.0,1696.6,232210.0
2021-03-15,1729.2,1726.5,1733.2,1719.2,163050.0
2021-03-16,1730.9,1730.7,1740.5,1724.4,173890.0
2021-03-17,1727.1,1730.0,1750.6,1722.0,220550.0
2021-03-18,1732.5,1744.0,1754.2,1716.6,251760.0
2021-03-19,1741.7,1733.7,1746.1,1727.1,213280.0
2021-03-22,1738.1,1745.6,1747.0,1726.4,196310.0
2021-03-23,1725.1,1738.5,1742.0,1722.7,226200.0
2021-03-24,1733.2,1725.9,1737.7,1722.3,186520.0
2021-03-25,1725.1,1733.2,1744.8,1720.3,226210.0
2021-03-26,1732.3,1725.5,1735.5,1718.8,172940.0
2021-03-29,1712.2,1731.5,1732.6,1703.3,135460.0
2021-03-30,1685.1,1711.9,1712.8,1677.8,1900.0
2021-03-31,1714.4,1684.1,1714.9,1676.8,1160.0
2021-04-01,1727.3,1707.9,1730.4,1705.7,1320.0
2021-04-05,1727.7,1726.6,1733.2,1720.9,430.0
2021-04-06,1742.0,1727.3,1745.0,1727.3,790.0
2021-04-07,1740.5,1743.0,1743.0,1730.5,360.0
2021-04-08,1757.1,1737.5,1758.3,1733.6,690.0
2021-04-09,1743.8,1755.3,1757.1,1731.0,640.0
2021-04-12,1731.6,1742.4,1743.2,1726.1,330.0
2021-04-13,1746.5,1732.0,1748.4,1722.5,600.0
2021-04-14,1735.3,1745.0,1749.0,1731.6,630.0
2021-04-15,1765.8,1735.3,1768.6,1733.7,580.0
2021-04-16,1779.3,1764.2,1783.5,1759.7,450.0
2021-04-19,1769.7,1777.2,1789.4,1766.2,700.0
2021-04-20,1777.6,1769.5,1779.2,1763.0,1090.0
2021-04-21,1792.7,1777.4,1797.7,1776.0,740.0
2021-04-22,1781.5,1794.5,1797.2,1776.8,290.0
2021-04-23,1777.3,1784.0,1795.2,1771.5,370.0
2021-04-26,1779.4,1775.0,1782.5,1768.2,750.0
2021-04-27,1778.2,1780.3,1784.3,1773.9,270.0
2021-04-28,1773.5,1775.5,1780.0,1762.5,760.0
2021-04-29,1768.3,1781.9,1789.9,1754.6,231520.0
2021-04-30,1767.7,1772.4,1773.3,1763.3,167290.0
2021-05-03,1791.8,1768.1,1798.9,1765.6,204540.0
2021-05-04,1776.0,1793.2,1799.5,1769.2,246590.0
2021-05-05,1784.3,1778.4,1788.1,1769.3,178810.0
2021-05-06,1815.7,1787.0,1818.6,1781.8,287630.0
2021-05-07,1831.3,1815.4,1844.6,1813.4,367700.0
2021-05-10,1837.6,1835.4,1846.3,1830.5,269710.0
2021-05-11,1836.1,1836.2,1842.5,1817.8,311100.0
2021-05-12,1822.8,1838.2,1844.7,1813.0,339210.0
2021-05-13,1824.0,1816.2,1829.1,1808.4,249930.0
2021-05-14,1838.1,1826.4,1847.1,1819.0,224380.0
2021-05-17,1867.6,1845.9,1869.3,1841.1,267710.0
2021-05-18,1868.0,1867.3,1875.9,1863.5,229020.0
2021-05-19,1881.5,1870.2,1891.3,1852.2,398210.0
2021-05-20,1881.9,1869.9,1885.3,1864.2,223570.0
2021-05-21,1876.7,1878.1,1890.3,1870.3,234290.0
2021-05-24,1884.5,1883.5,1887.9,1875.7,183310.0
2021-05-25,1898.0,1881.2,1901.2,1873.2,316670.0
2021-05-26,1901.2,1900.0,1913.3,1890.7,170530.0
2021-05-27,1896.9,1898.0,1904.5,1890.0,1130.0
2021-05-28,1904.0,1898.3,1907.3,1883.1,1500.0
2021-05-31,1905.0,1906.8,1919.2,1894.5,290650.0
2021-06-01,1903.7,1905.9,1917.4,1893.2,2090.0
2021-06-02,1908.7,1900.2,1910.3,1895.2,1340.0
2021-06-03,1872.1,1909.6,1909.6,1866.4,1350.0
2021-06-04,1890.8,1872.1,1897.3,1855.0,960.0
2021-06-07,1897.6,1893.3,1901.4,1882.5,640.0
2021-06-08,1893.1,1900.6,1904.9,1885.0,1570.0
2021-06-09,1894.2,1893.0,1900.4,1888.0,690.0
2021-06-10,1895.2,1890.2,1901.0,1871.3,980.0
2021-06-11,1878.4,1900.3,1904.5,1875.0,820.0
2021-06-14,1864.6,1878.3,1878.3,1844.8,1220.0
2021-06-15,1855.2,1866.8,1868.8,1852.1,360.0
2021-06-16,1860.2,1859.8,1864.2,1804.2,1690.0
2021-06-17,1774.5,1811.4,1824.0,1767.9,3630.0
2021-06-18,1768.4,1774.0,1796.5,1761.4,1360.0
2021-06-21,1782.3,1763.8,1785.4,1763.8,690.0
2021-06-22,1776.5,1785.3,1789.0,1771.1,830.0
2021-06-23,1782.5,1777.2,1794.5,1772.9,500.0
2021-06-24,1775.8,1778.0,1787.2,1772.5,490.0
2021-06-25,1777.0,1776.0,1789.9,1772.9,520.0
2021-06-28,1779.8,1780.3,1783.5,1770.0,890.0
2021-06-29,1763.6,1778.8,1779.2,1750.1,239910.0
2021-06-30,1771.6,1761.9,1774.7,1753.2,177890.0
2021-07-01,1776.8,1770.8,1783.4,1765.9,171440.0
2021-07-02,1783.3,1777.5,1795.9,1774.4,205860.0
2021-07-05,1794.2,1787.5,1815.7,1784.7,276600.0
2021-07-06,1794.2,1787.5,1815.7,1784.7,276600.0
2021-07-07,1802.1,1797.0,1810.2,1794.1,171080.0
2021-07-08,1800.2,1803.8,1819.5,1793.5,249340.0
2021-07-09,1810.6,1803.2,1813.0,1796.6,185580.0
2021-07-12,1805.9,1808.5,1811.0,1791.0,201420.0
2021-07-13,1809.9,1806.7,1818.0,1798.7,242180.0
2021-07-14,1825.0,1808.3,1831.1,1804.9,229880.0
2021-07-15,1829.0,1828.7,1835.0,1820.6,175610.0
2021-07-16,1815.0,1830.7,1832.7,1809.5,184660.0
2021-07-19,1809.2,1811.6,1818.0,1795.0,249680.0
2021-07-20,1811.4,1813.5,1825.9,1805.2,221140.0
2021-07-21,1803.4,1810.6,1814.4,1794.3,218640.0
2021-07-22,1805.4,1803.9,1808.4,1791.9,193320.0
2021-07-23,1801.8,1807.7,1810.7,1789.1,236760.0
2021-07-26,1799.2,1802.3,1812.0,1796.0,204550.0
2021-07-27,1799.8,1797.1,1805.4,1792.8,177040.0
2021-07-28,1799.7,1798.6,1809.0,1790.7,209780.0
2021-07-29,1832.3,1807.8,1833.8,1807.5,3650.0
2021-07-30,1813.5,1829.2,1831.6,1809.8,1640.0
2021-08-02,1818.7,1813.4,1819.6,1804.9,790.0
2021-08-03,1810.7,1813.1,1814.0,1806.5,460.0
2021-08-04,1811.2,1810.5,1832.1,1805.0,2009.9999999999998
2021-08-05,1805.7,1811.4,1814.3,1796.7,900.0
2021-08-06,1760.3,1803.7,1803.7,1756.8,1990.0
2021-08-09,1723.8,1762.8,1762.8,1690.1,1820.0
2021-08-10,1729.0,1728.6,1736.5,1716.0,710.0
2021-08-11,1750.8,1727.4,1754.0,1723.1,950.0
2021-08-12,1749.3,1750.9,1756.5,1740.1,300.0
2021-08-13,1775.5,1752.0,1778.6,1751.3,1000.0
2021-08-16,1787.2,1777.7,1787.9,1770.4,860.0
2021-08-17,1785.5,1786.5,1794.5,1779.6,1120.0
2021-08-18,1782.1,1785.7,1793.0,1776.5,560.0
2021-08-19,1780.6,1787.2,1792.2,1774.0,400.0
2021-08-20,1781.4,1779.5,1787.8,1778.0,620.0
2021-08-23,1803.6,1780.7,1805.5,1775.9,780.0
2021-08-24,1805.9,1804.8,1809.4,1800.0,500.0
2021-08-25,1788.2,1802.1,1802.1,1782.5,910.0
2021-08-26,1792.4,1790.0,1796.1,1780.7,570.0
2021-08-27,1816.6,1794.6,1818.7,1786.7,1220.0
2021-08-30,1809.8,1819.0,1823.6,1807.8,2780.0
2021-08-31,1815.8,1810.0,1819.5,1801.3,5150.0
2021-09-01,1813.8,1815.0,1820.2,1808.8,5390.0
2021-09-02,1809.4,1814.2,1817.1,1804.6,3450.0
2021-09-03,1831.5,1809.5,1834.5,1809.0,5230.0
2021-09-06,1798.5,1833.5,1833.5,1793.7,252480.0
2021-09-07,1796.3,1831.5,1831.5,1791.8,8860.0
2021-09-08,1791.2,1794.1,1802.2,1780.8,3910.0
2021-09-09,1797.8,1789.5,1800.8,1783.7,6410.0
2021-09-10,1789.9,1794.4,1803.7,1786.5,2940.0
2021-09-13,1792.3,1787.5,1797.8,1782.3,2760.0
2021-09-14,1805.0,1792.8,1808.4,1778.6,5780.0
2021-09-15,1792.6,1804.2,1806.0,1789.8,2660.0
2021-09-16,1754.6,1793.5,1795.1,1743.5,11970.0
2021-09-17,1749.4,1751.1,1765.4,1745.4,8310.0
2021-09-20,1761.8,1752.0,1766.0,1740.5,3660.0
2021-09-21,1776.1,1763.4,1780.8,1756.3,11490.0
2021-09-22,1776.7,1773.1,1785.9,1762.8,6340.0
2021-09-23,1747.7,1766.9,1774.5,1736.3,10630.0
2021-09-24,1749.7,1741.3,1755.6,1738.3,9360.0
2021-09-27,1750.0,1750.0,1758.7,1744.1,9860.0
2021-09-28,1735.9,1748.1,1751.9,1726.4,15750.0
2021-09-29,1722.2,1733.5,1745.1,1721.5,840.0
2021-09-30,1756.3,1725.9,1763.4,1723.3,390.0
2021-10-01,1757.7,1755.9,1764.3,1750.0,150.0
2021-10-04,1766.9,1760.4,1769.5,1747.3,550.0
2021-10-05,1760.2,1768.9,1768.9,1748.1,320.0
2021-10-06,1761.2,1757.7,1765.4,1745.8,390.0
2021-10-07,1758.6,1763.3,1766.2,1753.2,470.0
2021-10-08,1756.8,1757.1,1780.6,1755.0,620.0
2021-10-11,1755.1,1754.0,1759.8,1752.3,120.0
2021-10-12,1758.7,1752.3,1769.5,1751.4,550.0
2021-10-13,1794.1,1760.4,1796.1,1758.5,410.0
2021-10-14,1797.3,1793.0,1800.7,1788.1,430.0
2021-10-15,1767.7,1796.8,1796.8,1766.3,880.0
2021-10-18,1765.1,1767.1,1770.2,1760.2,2180.0
2021-10-19,1769.9,1764.1,1785.0,1763.0,220.0
2021-10-20,1784.4,1768.5,1789.0,1768.4,320.0
2021-10-21,1781.3,1782.4,1788.8,1778.0,120.0
2021-10-22,1795.7,1786.0,1813.5,1785.0,310.0
2021-10-25,1806.2,1793.5,1810.1,1793.3,220.0
2021-10-26,1792.5,1808.6,1808.8,1783.3,580.0
2021-10-27,1797.8,1789.4,1799.0,1785.8,540.0
2021-10-28,1802.6,1798.7,1812.7,1793.1,220880.0
2021-10-29,1783.9,1801.5,1802.9,1772.4,254510.0
2021-11-01,1795.8,1785.3,1797.5,1780.2,143330.0
2021-11-02,1789.4,1794.8,1797.8,1787.4,145790.0
2021-11-03,1763.9,1789.2,1789.3,1758.5,257430.0
2021-11-04,1793.5,1769.9,1800.3,1769.3,222610.0
2021-11-05,1816.8,1792.6,1820.1,1785.3,299620.0
2021-11-08,1828.0,1820.6,1828.3,1813.8,200410.0
2021-11-09,1830.8,1826.9,1834.8,1821.0,224410.0
2021-11-10,1848.3,1834.5,1870.6,1823.0,352790.0
2021-11-11,1863.9,1851.5,1868.7,1845.1,205310.0
2021-11-12,1868.5,1864.3,1871.4,1847.5,201360.0
2021-11-15,1866.6,1872.6,1873.0,1858.5,221210.0
2021-11-16,1854.1,1864.9,1879.5,1851.0,220430.0
2021-11-17,1870.2,1851.6,1870.6,1851.1,172420.0
2021-11-18,1861.4,1869.5,1873.3,1856.6,186060.0
2021-11-19,1851.6,1860.8,1868.1,1844.2,234080.0
2021-11-22,1806.3,1848.3,1850.4,1802.4,352860.0
2021-11-23,1783.8,1807.1,1812.5,1781.7,311350.0
2021-11-24,1784.3,1789.8,1796.2,1777.4,203240.0
2021-11-25,1785.5,1789.6,1816.3,1778.6,186800.0
2021-11-26,1785.5,1789.6,1816.3,1778.6,186800.0
2021-11-29,1783.8,1794.5,1800.2,1781.1,1770.0
2021-11-30,1775.1,1785.8,1809.6,1770.0,1750.0
2021-12-01,1783.0,1776.0,1792.4,1772.5,1270.0
2021-12-02,1761.6,1782.2,1782.5,1761.8,930.0
2021-12-03,1782.9,1770.4,1785.9,1765.9,840.0
2021-12-06,1778.5,1786.8,1786.8,1775.3,350.0
2021-12-07,1783.6,1778.2,1786.5,1771.8,550.0
2021-12-08,1784.5,1784.0,1790.9,1779.8,1040.0
2021-12-09,1775.7,1783.2,1786.8,1774.3,310.0
2021-12-10,1783.8,1775.2,1789.4,1769.6,450.0
2021-12-13,1787.3,1783.0,1790.2,1781.6,360.0
2021-12-14,1771.3,1786.1,1787.7,1766.0,440.0
2021-12-15,1763.6,1770.4,1779.8,1754.3,1130.0
2021-12-16,1797.4,1778.3,1799.3,1775.0,470.0
2021-12-17,1804.1,1800.1,1814.1,1796.5,790.0
2021-12-20,1793.8,1798.5,1803.5,1789.0,420.0
2021-12-21,1788.0,1790.7,1799.9,1784.7,470.0
2021-12-22,1801.5,1789.8,1805.0,1785.9,1000.0
2021-12-23,1811.0,1804.9,1810.8,1799.8,770.0
2021-12-27,1808.0,1808.4,1813.3,1803.7,1190.0
2021-12-28,1810.1,1812.0,1820.0,1805.3,610.0
2021-12-29,1804.8,1805.0,1807.1,1788.4,620.0
2021-12-30,1814.1,1805.6,1818.1,1796.2,113430.0
2021-12-31,1828.6,1817.0,1831.4,1815.4,106600.0
2022-01-03,1800.1,1830.1,1833.0,1798.2,168310.0
2022-01-04,1814.6,1801.1,1817.2,1798.1,167710.0
2022-01-05,1825.1,1815.2,1830.7,1808.2,173340.0
2022-01-06,1789.2,1810.6,1811.6,1785.4,238640.0
2022-01-07,1797.4,1791.0,1798.4,1781.3,238930.0
2022-01-10,1798.8,1796.4,1802.0,1789.3,173040.0
2022-01-11,1818.5,1801.3,1823.1,1799.7,184150.0
2022-01-12,1827.3,1821.3,1828.2,1814.4,192980.0
2022-01-13,1821.4,1825.7,1828.3,1811.8,215520.0
2022-01-14,1816.5,1822.1,1829.3,1814.2,174940.0
2022-01-17,1812.4,1818.7,1822.9,1804.7,362940.0
2022-01-18,1812.4,1818.7,1822.9,1804.7,362940.0
2022-01-19,1843.2,1812.9,1843.9,1809.0,318490.0
2022-01-20,1842.6,1840.1,1848.5,1836.2,233860.0
2022-01-21,1831.8,1840.6,1843.7,1828.4,225250.0
2022-01-24,1841.7,1835.2,1844.9,1829.3,244330.0
2022-01-25,1852.5,1843.6,1854.2,1834.4,197800.0
2022-01-26,1829.7,1848.0,1850.2,1814.1,270030.0
2022-01-27,1793.1,1819.0,1821.4,1790.6,196040.0
2022-01-28,1785.8,1798.4,1799.1,1779.7,1300.0
2022-01-31,1796.0,1791.8,1800.0,1785.7,1370.0
2022-02-01,1800.8,1798.1,1808.7,1796.0,2540.0
2022-02-02,1809.5,1800.3,1810.5,1794.5,1220.0
2022-02-03,1803.2,1806.8,1807.6,1787.8,1180.0
2022-02-04,1806.8,1804.6,1814.5,1792.4,1620.0
2022-02-07,1820.8,1807.8,1823.3,1807.8,1410.0
2022-02-08,1826.8,1820.7,1828.7,1815.7,930.0
2022-02-09,1835.6,1826.1,1835.8,1824.7,880.0
2022-02-10,1836.4,1833.1,1842.2,1821.0,790.0
2022-02-11,1841.1,1827.4,1866.4,1821.5,950.0
2022-02-14,1868.3,1861.4,1875.0,1851.1,860.0
2022-02-15,1855.1,1872.0,1880.1,1844.7,880.0
2022-02-16,1870.5,1854.3,1873.4,1851.7,430.0
2022-02-17,1901.0,1870.6,1902.3,1869.9,960.0
2022-02-18,1898.8,1901.2,1903.5,1887.5,640.0
2022-02-21,1907.4,1903.5,1918.3,1889.7,334590.0
2022-02-22,1906.4,1902.5,1916.8,1888.7,2190.0
2022-02-23,1909.4,1900.3,1911.5,1890.4,1980.0
2022-02-24,1925.4,1911.1,1975.0,1880.0,2710.0
2022-02-25,1887.6,1906.5,1925.0,1884.4,229780.0
2022-02-28,1900.7,1921.0,1935.2,1892.2,249270.0
2022-03-01,1943.8,1908.4,1952.6,1903.0,224000.0
2022-03-02,1922.3,1945.3,1951.4,1916.0,227980.0
2022-03-03,1935.9,1931.7,1944.6,1923.1,180210.0
2022-03-04,1966.6,1938.5,1974.9,1931.5,241530.0
2022-03-07,1995.9,1978.5,2007.5,1964.2,372190.0
2022-03-08,2043.3,2001.0,2078.8,1985.8,447650.0
2022-03-09,1988.2,2060.2,2068.5,1981.0,360350.0
2022-03-10,2000.4,1992.8,2015.1,1975.0,303270.0
2022-03-11,1985.0,2000.3,2004.0,1960.6,262089.99999999997
2022-03-14,1960.8,1988.7,1994.8,1952.0,162200.0
2022-03-15,1929.7,1953.7,1956.9,1908.1,220370.0
2022-03-16,1909.2,1920.1,1930.1,1895.2,195460.0
2022-03-17,1943.2,1928.4,1951.0,1924.0,149830.0
2022-03-18,1929.3,1943.9,1946.2,1918.0,150880.0
2022-03-21,1929.5,1922.4,1941.8,1917.2,146410.0
2022-03-22,1921.5,1936.1,1939.5,1909.8,153280.0
2022-03-23,1937.3,1920.9,1948.8,1915.6,153310.0
2022-03-24,1962.2,1944.1,1967.2,1937.4,181200.0
2022-03-25,1954.2,1957.8,1965.1,1942.6,147900.0
2022-03-28,1939.8,1958.7,1959.8,1915.7,181370.0
2022-03-29,1912.2,1922.4,1929.4,1888.3,128050.00000000001
2022-03-30,1936.1,1922.4,1940.0,1917.8,2380.0
2022-03-31,1951.1,1935.4,1951.9,1921.5,1460.0
2022-04-01,1920.9,1939.3,1940.9,1919.0,1090.0
2022-04-04,1930.6,1924.5,1938.0,1917.8,2009.9999999999998
2022-04-05,1924.1,1934.4,1945.0,1918.1,1190.0
2022-04-06,1919.7,1924.8,1932.0,1914.0,1210.0
2022-04-07,1934.7,1923.8,1937.1,1920.4,1190.0
2022-04-08,1942.4,1931.3,1948.9,1928.7,960.0
2022-04-11,1945.1,1949.5,1970.8,1940.8,400.0
2022-04-12,1973.2,1953.5,1979.2,1951.0,1000.0
2022-04-13,1981.9,1968.6,1982.4,1963.7,530.0
2022-04-14,1972.2,1977.5,1981.1,1961.2,570.0
2022-04-18,1983.6,1974.8,2000.0,1972.5,510.0
2022-04-19,1956.3,1978.6,1981.0,1943.5,780.0
2022-04-20,1952.9,1949.9,1957.8,1938.7,630.0
2022-04-21,1945.4,1955.0,1955.2,1935.8,470.0
2022-04-22,1931.6,1949.5,1954.2,1926.7,670.0
2022-04-25,1893.3,1932.3,1932.3,1890.0,1620.0
2022-04-26,1901.5,1898.5,1908.5,1894.0,460.0
2022-04-27,1885.8,1903.1,1903.1,1879.2,1790.0
2022-04-28,1891.3,1886.8,1897.8,1870.9,170910.0
2022-04-29,1911.7,1895.8,1921.3,1893.5,177140.0
2022-05-02,1863.6,1896.2,1900.4,1853.4,193830.0
2022-05-03,1870.6,1863.6,1878.4,1849.7,167430.0
2022-05-04,1868.8,1868.3,1892.0,1861.1,161480.0
2022-05-05,1875.7,1884.1,1910.7,1872.3,218390.0
2022-05-06,1882.8,1877.5,1894.0,1865.0,194280.0
2022-05-09,1858.6,1883.7,1885.6,1851.0,218820.0
2022-05-10,1841.0,1853.9,1864.7,1834.5,260810.0
2022-05-11,1853.7,1836.6,1857.8,1830.6,243560.0
2022-05-12,1824.6,1852.3,1858.8,1820.1,255610.0
2022-05-13,1808.2,1821.4,1827.6,1797.2,179480.0
2022-05-16,1814.0,1809.4,1826.0,1785.0,159490.0
2022-05-17,1818.9,1823.9,1834.8,1811.0,137290.0
2022-05-18,1815.9,1813.2,1822.9,1805.0,150350.0
2022-05-19,1841.2,1815.1,1848.2,1808.4,175240.0
